title,uploader,episode_day,url,frame_namefile,words,result,clue,explanation,solution
La Ghigliottina - L'EreditÃ  19/03/2024',Rai,19/03/2024,https://www.youtube.com/watch?v=soWCecp9T-Y,19-03-2024.jpg,"MILANO,STAGIONE,PIANO,MESSA,PRIMA,50.000","```json
{
  ""clue"": [
    ""MILANO"",
    ""STAGIONE"",
    ""PIANO"",
    ""MESSA"",
    ""PRIMA""
  ],
  ""explanation"": [
    ""La parola 'opera' si lega a 'Milano' perché c'è un comune vicino a Milano chiamato Opera."",
    ""La parola 'opera' si lega a 'stagione' perché c'è la stagione dell'Opera a teatro (stagione d'opere)."",
    ""La parola 'opera' si lega a 'piano' perché si può parlare del piano per la realizzazione di un'opera o del piano dell'Opera (come negli allegati dei giornali)."",
    ""La parola 'opera' si lega a 'messa' perché si può intendere la 'messa in opera' di qualcosa, o il parroco che sale sull'altare durante la messa (anche se quest'ultima è considerata una forzatura dal giocatore)."",
    ""La parola 'opera' si lega a 'prima' attraverso 'opera prima' (la prima opera di un artista) o 'prima opera'.""
  ],
  ""solution"": ""OPERA""
}
```","['MILANO', 'STAGIONE', 'PIANO', 'MESSA', 'PRIMA']","[""La parola 'opera' si lega a 'Milano' perché c'è un comune vicino a Milano chiamato Opera."", ""La parola 'opera' si lega a 'stagione' perché c'è la stagione dell'Opera a teatro (stagione d'opere)."", ""La parola 'opera' si lega a 'piano' perché si può parlare del piano per la realizzazione di un'opera o del piano dell'Opera (come negli allegati dei giornali)."", ""La parola 'opera' si lega a 'messa' perché si può intendere la 'messa in opera' di qualcosa, o il parroco che sale sull'altare durante la messa (anche se quest'ultima è considerata una forzatura dal giocatore)."", ""La parola 'opera' si lega a 'prima' attraverso 'opera prima' (la prima opera di un artista) o 'prima opera'.""]",OPERA
La Ghigliottina - L'EreditÃ  18/03/2024',Rai,18/03/2024,https://www.youtube.com/watch?v=vBfVfbUfNbM,18-03-2024.jpg,"DECOLLO,PALCO,CUORE,TESTA,MEMORIA,75.000","```json
{
  ""clue"": [""DECOLLO"", ""PALCO"", ""CUORE"", ""TESTA"", ""MEMORIA""],
  ""explanation"": [
  ""Tuffo: tuffo tra le varie fasi del tuffo c'è anche una fase chiamata decollo (il momento in cui salti)."",
  ""Tuffo: il tuffo dal palco."",
  ""Tuffo: un tuffo al cuore."",
  ""Tuffo: un tuffo di testa."",
  ""Tuffo: un tuffo nella memoria.""
  ],
  ""solution"": ""TUFFO""
}
```","['DECOLLO', 'PALCO', 'CUORE', 'TESTA', 'MEMORIA']","[""Tuffo: tuffo tra le varie fasi del tuffo c'è anche una fase chiamata decollo (il momento in cui salti)."", 'Tuffo: il tuffo dal palco.', 'Tuffo: un tuffo al cuore.', 'Tuffo: un tuffo di testa.', 'Tuffo: un tuffo nella memoria.']",TUFFO
La Ghigliottina - L'EreditÃ  17/03/2024',Rai,17/03/2024,https://www.youtube.com/watch?v=RAbKHXMSvTs,17-03-2024.jpg,"COMUNE,PERSONALE,PUBBLICO,NERVI,PROGRAMMA,5.625","```json
{
  ""clue"": [
    ""comune"",
    ""personale"",
    ""pubblico"",
    ""nervi"",
    ""programma""
  ],
  ""explanation"": [
    ""Il legame con comune è la \""sala comune\"" (es. in una caserma o B&B)."",
    ""Il legame con personale è il \""personale di sala\""."",
    ""Il legame con pubblico è l'invito al \""pubblico in sala\"" a spegnere i cellulari."",
    ""Il legame con nervi è la \""Sala Nervi\"" (l'aula Paolo VI in Vaticano)."",
    ""Il legame con programma è il \""programma di sala\"" (riferito alle esibizioni).""
  ],
  ""solution"": ""SALA""
}
```","['comune', 'personale', 'pubblico', 'nervi', 'programma']","['Il legame con comune è la ""sala comune"" (es. in una caserma o B&B).', 'Il legame con personale è il ""personale di sala"".', 'Il legame con pubblico è l\'invito al ""pubblico in sala"" a spegnere i cellulari.', 'Il legame con nervi è la ""Sala Nervi"" (l\'aula Paolo VI in Vaticano).', 'Il legame con programma è il ""programma di sala"" (riferito alle esibizioni).']",SALA
La Ghigliottina - L'EreditÃ  15/03/2024',Rai,15/03/2024,https://www.youtube.com/watch?v=yJmikvHUEVQ,15-03-2024.jpg,"NERO,BASTA,DIVISA,PREZZO,OSCURA,90.000","```json
{
  ""clue"": [""NERO"", ""BASTA"", ""DIVISA"", ""PREZZO"", ""OSCURA""],
  ""explanation"": [
  ""Nero a metà è un famoso album di Pino Daniele."",
  ""Metà basta è un modo di dire (in un periodo di saldi si può trovare qualcosa a metà prezzo)."",
  ""Divisa a metà (come porzione di qualcosa, ad esempio una torta o una pizza)."",
  ""Metà prezzo (legato al modo di dire 'basta metà' nei saldi)."",
  ""Metà oscura (riferimento alla faccia oscura della luna, la parte oscura, o Dark Side of the Moon).""
  ],
  ""solution"": ""METÀ""
}
```","['NERO', 'BASTA', 'DIVISA', 'PREZZO', 'OSCURA']","['Nero a metà è un famoso album di Pino Daniele.', 'Metà basta è un modo di dire (in un periodo di saldi si può trovare qualcosa a metà prezzo).', 'Divisa a metà (come porzione di qualcosa, ad esempio una torta o una pizza).', ""Metà prezzo (legato al modo di dire 'basta metà' nei saldi)."", 'Metà oscura (riferimento alla faccia oscura della luna, la parte oscura, o Dark Side of the Moon).']",METÀ
La Ghigliottina - L'EreditÃ  14/03/2024',Rai,14/03/2024,https://www.youtube.com/watch?v=m_GFjptHWcE,14-03-2024.jpg,"FIGLIO,PUNTA,SECONDO,BASE,SCALA,28.750","```json
{
  ""clue"": [""FIGLIO"", ""PUNTA"", ""SECONDO"", ""BASE"", ""SCALA""],
  ""explanation"": [
    ""Il giocatore prova con 'figlio modello', ipotizzando che le persone a casa possano vederlo come un figlio modello."",
    ""Il giocatore menziona 'modello di punta' (come in macchina)."",
    ""Il giocatore menziona 'secondo modello' intendendo un'evoluzione di qualcosa che è già uscito."",
    ""Il giocatore menziona 'modello di base' (come modello base di automobile)."",
    ""Il giocatore menziona 'modello in scala' (rispettando le proporzioni).""
  ],
  ""solution"": ""MODELLO""
}
```","['FIGLIO', 'PUNTA', 'SECONDO', 'BASE', 'SCALA']","[""Il giocatore prova con 'figlio modello', ipotizzando che le persone a casa possano vederlo come un figlio modello."", ""Il giocatore menziona 'modello di punta' (come in macchina)."", ""Il giocatore menziona 'secondo modello' intendendo un'evoluzione di qualcosa che è già uscito."", ""Il giocatore menziona 'modello di base' (come modello base di automobile)."", ""Il giocatore menziona 'modello in scala' (rispettando le proporzioni).""]",MODELLO
La Ghigliottina - L'EreditÃ  13/03/2024',Rai,13/03/2024,https://www.youtube.com/watch?v=Xru-XxitUDM,13-03-2024.jpg,"PUNTO,GIORNO,MARE,UNICO,DOCCIA,42.500","```json
{
  ""clue"": [
    ""PUNTO"",
    ""GIORNO"",
    ""MARE"",
    ""UNICO"",
    ""DOCCIA""
  ],
  ""explanation"": [
    ""Punto piatto (cuciture/rammendi)"",
    ""Piatto del giorno"",
    ""Piatto di mare / Piatto unico (richiamando il concetto di pasto)"",
    ""Piatto unico"",
    ""Piatto doccia""
  ],
  ""solution"": ""PIATTO""
}
```","['PUNTO', 'GIORNO', 'MARE', 'UNICO', 'DOCCIA']","['Punto piatto (cuciture/rammendi)', 'Piatto del giorno', 'Piatto di mare / Piatto unico (richiamando il concetto di pasto)', 'Piatto unico', 'Piatto doccia']",PIATTO
La Ghigliottina - L'EreditÃ  12/03/2024',Rai,12/03/2024,https://www.youtube.com/watch?v=7kHzEq5rA0k,12-03-2024.jpg,"OPERA,VOLO,PURA,FRUTTO,MUSICALE,37.500","```json
{
  ""clue"": [
    ""OPERA"",
    ""VOLO"",
    ""PURA"",
    ""FRUTTO"",
    ""MUSICALE""
  ],
  ""explanation"": [
    ""Si collega a OPERA perché quando si compone un'aria musicale, il compositore deve lavorare con la propria indole, arte, ispirazione, che lo fa volare e creare."",
    ""Si collega a VOLO perché l'ispirazione fa volare con la fantasia."",
    ""Si collega a PURA perché una fantasia pura è un'illusione, oppure una 'pura fantasia' nel senso di illazione."",
    ""Si collega a FRUTTO perché si parla di 'frutto della Fantasia'."",
    ""Si collega a MUSICALE perché si è pensato a 'aria musicale' e a 'fantasia musicale' (composizione con meno regole).""
  ],
  ""solution"": ""FANTASIA""
}
```","['OPERA', 'VOLO', 'PURA', 'FRUTTO', 'MUSICALE']","[""Si collega a OPERA perché quando si compone un'aria musicale, il compositore deve lavorare con la propria indole, arte, ispirazione, che lo fa volare e creare."", ""Si collega a VOLO perché l'ispirazione fa volare con la fantasia."", ""Si collega a PURA perché una fantasia pura è un'illusione, oppure una 'pura fantasia' nel senso di illazione."", ""Si collega a FRUTTO perché si parla di 'frutto della Fantasia'."", ""Si collega a MUSICALE perché si è pensato a 'aria musicale' e a 'fantasia musicale' (composizione con meno regole).""]",FANTASIA
La Ghigliottina - L'EreditÃ  11/03/2024',Rai,11/03/2024,https://www.youtube.com/watch?v=liMYxIhu2j0,11-03-2024.jpg,"TEMPO,ACCORDO,CORPO,EQUILIBRIO,SILENZIO,47.500","```json
{
  ""clue"": [
    ""TEMPO"",
    ""ACCORDO"",
    ""CORPO"",
    ""EQUILIBRIO"",
    ""SILENZIO""
  ],
  ""explanation"": [
    ""Il perfetto è anche un tempo latino (riferimento a tempi verbali latini)."",
    ""Un accordo perfetto (riferimento musicale)."",
    ""Un corpo perfetto (riferimento a un giudizio estetico/ideale di bellezza)."",
    ""Un equilibrio perfetto."",
    ""Un silenzio perfetto (o stare in perfetto silenzio).""
  ],
  ""solution"": ""PERFETTO""
}
```","['TEMPO', 'ACCORDO', 'CORPO', 'EQUILIBRIO', 'SILENZIO']","['Il perfetto è anche un tempo latino (riferimento a tempi verbali latini).', 'Un accordo perfetto (riferimento musicale).', 'Un corpo perfetto (riferimento a un giudizio estetico/ideale di bellezza).', 'Un equilibrio perfetto.', 'Un silenzio perfetto (o stare in perfetto silenzio).']",PERFETTO
La Ghigliottina - L'EreditÃ  10/03/2024',Rai,10/03/2024,https://www.youtube.com/watch?v=katkzslgfBs,10-03-2024.jpg,"ACQUA,SCHIUMA,ELETTRONICA,GELATO,PACE,23.750","```json
{
  ""clue"": [""acqua"", ""schiuma"", ""elettronica"", ""gelato"", ""pace""],
  ""explanation"": [
    ""La pipa ad acqua è quella con il collo allungato con l'acqua."",
    ""Esistono pipe fatte con la schiuma di mare (sepiolite)."",
    ""Esistono le sigarette elettroniche e le pipe elettroniche."",
    ""Il gelato era un gelato a forma di pipa."",
    ""Il calumet della Pace era praticamente una pipa.""
  ],
  ""solution"": ""pipa""
}
```","['acqua', 'schiuma', 'elettronica', 'gelato', 'pace']","[""La pipa ad acqua è quella con il collo allungato con l'acqua."", 'Esistono pipe fatte con la schiuma di mare (sepiolite).', 'Esistono le sigarette elettroniche e le pipe elettroniche.', 'Il gelato era un gelato a forma di pipa.', 'Il calumet della Pace era praticamente una pipa.']",PIPA
La Ghigliottina - L'EreditÃ  09/03/2024',Rai,09/03/2024,https://www.youtube.com/watch?v=2ln1xswiNQE,09-03-2024.jpg,"RESISTENZA,PENSIERO,CONSONANTE,AVERE,LATO,95.000","```json
{
  ""clue"": [
    ""RESISTENZA"",
    ""PENSIERO"",
    ""CONSONANTE"",
    ""AVERE"",
    ""LATO""
  ],
  ""explanation"": [
    ""Può essere anche una debole Resistenza nel senso che opponi una forza ma non sufficiente."",
    ""Il pensiero debole è quello teorizzato da atti insieme a Aldo Rovatti."",
    ""Ci sono le consonanti forti e le consonanti deboli."",
    ""Avere un debole."",
    ""Lato debole, qualcosa che ci rende più fragili.""
  ],
  ""solution"": ""DEBOLE""
}
```","['RESISTENZA', 'PENSIERO', 'CONSONANTE', 'AVERE', 'LATO']","['Può essere anche una debole Resistenza nel senso che opponi una forza ma non sufficiente.', 'Il pensiero debole è quello teorizzato da atti insieme a Aldo Rovatti.', 'Ci sono le consonanti forti e le consonanti deboli.', 'Avere un debole.', 'Lato debole, qualcosa che ci rende più fragili.']",DEBOLE
La Ghigliottina - L'EreditÃ  08/03/2024',Rai,08/03/2024,https://www.youtube.com/watch?v=lhRqmQUex5A,08-03-2024.jpg,"DATA,FAVOLA,ANDARE,INVITI,DIAMANTE,11.250","```json
{
  ""clue"": [
    ""data"",
    ""favola"",
    ""andare"",
    ""inviti"",
    ""diamante""
  ],
  ""explanation"": [
    ""La data delle nozze si fissa per appunto per sposarsi."",
    ""Le nozze da favola, quindi delle nozze molto belle, Insomma da ricordare."",
    ""Andare a nozze, quindi quando qualcosa è perfetto, ci vai a nozze con quel qualcosa."",
    ""Gli inviti per le nozze."",
    ""Le nozze di diamante sono dopo le nozze d'argento.""
  ],
  ""solution"": ""nozze""
}
```","['data', 'favola', 'andare', 'inviti', 'diamante']","['La data delle nozze si fissa per appunto per sposarsi.', 'Le nozze da favola, quindi delle nozze molto belle, Insomma da ricordare.', 'Andare a nozze, quindi quando qualcosa è perfetto, ci vai a nozze con quel qualcosa.', 'Gli inviti per le nozze.', ""Le nozze di diamante sono dopo le nozze d'argento.""]",NOZZE
La Ghigliottina - L'EreditÃ  07/03/2024',Rai,07/03/2024,https://www.youtube.com/watch?v=6Q_4w3TZLIM,07-03-2024.jpg,"CANTANTE,BUONA,ELETTRICA,STABILE,ANIMALE,20.000","```json
{
  ""clue"": [
    ""cantante"",
    ""buona"",
    ""elettrica"",
    ""stabile"",
    ""animale""
  ],
  ""explanation"": [
    ""compagnia cantante"",
    ""buona compagnia"",
    ""compagnia elettrica"",
    ""una compagnia stabile"",
    ""animale da compagnia""
  ],
  ""solution"": ""compagnia""
}
```","['cantante', 'buona', 'elettrica', 'stabile', 'animale']","['compagnia cantante', 'buona compagnia', 'compagnia elettrica', 'una compagnia stabile', 'animale da compagnia']",COMPAGNIA
La Ghigliottina - L'EreditÃ  06/03/2024',Rai,06/03/2024,https://www.youtube.com/watch?v=zI2zArUwXAM,06-03-2024.jpg,"CASA,QUALITA,MASSA,FILO,FRITTA,5.313","```json
{
  ""clue"": [
    ""CASA"",
    ""QUALITA"",
    ""MASSA"",
    ""FILO"",
    ""FRITTA""
  ],
  ""explanation"": [
    ""L'aria di casa, quindi quella che si respira in un ambiente familiare."",
    ""La qualità dell'aria, un elemento importante da misurare."",
    ""Massa d'aria, e anche l'espressione 'un filo d'aria' (assenza di vento)."",
    ""Un filo d'aria (assenza di vento) e l'espressione 'Aria Fritta'."",
    ""L'espressione 'Aria Fritta', che significa qualcosa senza consistenza.""
  ],
  ""solution"": ""ARIA""
}
```","['CASA', 'QUALITA', 'MASSA', 'FILO', 'FRITTA']","[""L'aria di casa, quindi quella che si respira in un ambiente familiare."", ""La qualità dell'aria, un elemento importante da misurare."", ""Massa d'aria, e anche l'espressione 'un filo d'aria' (assenza di vento)."", ""Un filo d'aria (assenza di vento) e l'espressione 'Aria Fritta'."", ""L'espressione 'Aria Fritta', che significa qualcosa senza consistenza.""]",ARIA
La Ghigliottina - L'EreditÃ  05/03/2024',Rai,05/03/2024,https://www.youtube.com/watch?v=5g8RMrel648,05-03-2024.jpg,"CARICO,MIO,ASPETTARE,ARTE,TEMPI,22.500","```json
{
  ""clue"": [
    ""CARICO"",
    ""MIO"",
    ""ASPETTARE"",
    ""ARTE"",
    ""TEMPI""
  ],
  ""explanation"": [
    ""Figlio a carico."",
    ""Figlio mio."",
    ""Aspettare un figlio."",
    ""Figlio d'arte."",
    ""Figlio dei tempi.""
  ],
  ""solution"": ""FIGLI""
}
```","['CARICO', 'MIO', 'ASPETTARE', 'ARTE', 'TEMPI']","['Figlio a carico.', 'Figlio mio.', 'Aspettare un figlio.', ""Figlio d'arte."", 'Figlio dei tempi.']",FIGLI
La Ghigliottina - L'EreditÃ  04/03/2024',Rai,04/03/2024,https://www.youtube.com/watch?v=mcpihSqBi_c,04-03-2024.jpg,"MONETA,COLORE,ANTICO,TENERO,CERCHI,90.000","```json
{
  ""clue"": [
    ""MONETA"",
    ""COLORE"",
    ""ANTICO"",
    ""TENERO"",
    ""CERCHI""
  ],
  ""explanation"": [
    ""Il grano era una forma di scambio, quindi associabile a una moneta; il nome di diverse monete antiche era proprio 'grano'."",
    ""Il colore del grano è giallo pallido (colore grano)."",
    ""Esiste una tipologia di grano chiamata 'grano antico'."",
    ""Esiste il 'grano tenero' (varietà di frumento)."",
    ""Ci sono i 'cerchi di grano' (riferimento ai cerchi nel grano).""
  ],
  ""solution"": ""GRANO""
}
```","['MONETA', 'COLORE', 'ANTICO', 'TENERO', 'CERCHI']","[""Il grano era una forma di scambio, quindi associabile a una moneta; il nome di diverse monete antiche era proprio 'grano'."", 'Il colore del grano è giallo pallido (colore grano).', ""Esiste una tipologia di grano chiamata 'grano antico'."", ""Esiste il 'grano tenero' (varietà di frumento)."", ""Ci sono i 'cerchi di grano' (riferimento ai cerchi nel grano).""]",GRANO
La Ghigliottina - L'EreditÃ  03/03/2024',Rai,03/03/2024,https://www.youtube.com/watch?v=unI75_cfAC0,03-03-2024.jpg,"MACCHINA,AGIRE,ERRORE,LAVAGNA,SPESE,85.000","```json
{
  ""clue"": [
    ""MACCHINA"",
    ""AGIRE"",
    ""ERRORE"",
    ""LAVAGNA"",
    ""SPESE""
  ],
  ""explanation"": [
    ""Macchina da calcolo/calcolatrice o macchina per fare i calcoli."",
    ""Agire per calcolo, ovvero agire dopo aver fatto un calcolo o mirare un obiettivo dopo un calcolo."",
    ""Errore di calcolo."",
    ""Calcolo alla lavagna."",
    ""Calcolo delle spese (preventivo/conteggio delle spese).""
  ],
  ""solution"": ""CALCOLO""
}
```","['MACCHINA', 'AGIRE', 'ERRORE', 'LAVAGNA', 'SPESE']","['Macchina da calcolo/calcolatrice o macchina per fare i calcoli.', 'Agire per calcolo, ovvero agire dopo aver fatto un calcolo o mirare un obiettivo dopo un calcolo.', 'Errore di calcolo.', 'Calcolo alla lavagna.', 'Calcolo delle spese (preventivo/conteggio delle spese).']",CALCOLO
La Ghigliottina - L'EreditÃ  02/03/2024',Rai,02/03/2024,https://www.youtube.com/watch?v=z9O6vViUorY,02-03-2024.jpg,"SPEDIZIONE,FRANCESE,BACIO,oSSO,DAMIGIANA,20.000","```json
{
  ""clue"": [
    ""spedizione"",
    ""francese"",
    ""bacio"",
    ""osso"",
    ""damigiana""
  ],
  ""explanation"": [
    ""Si collega a 'collo' perché può esserci un pacco 'collo' o un 'collo' che si spedisce."",
    ""Si collega a 'collo' perché può essere il 'collo' di una camicia da uomo ('collo alla francese')."",
    ""Si collega a 'collo' perché si può dare un 'bacio sul collo'."",
    ""Si collega a 'collo' perché si rischia di rompersi l''osso del collo'."",
    ""Si collega a 'collo' perché tra le parti della damigiana c'è anche il 'collo'.""
  ],
  ""solution"": ""collo""
}
```","['spedizione', 'francese', 'bacio', 'osso', 'damigiana']","[""Si collega a 'collo' perché può esserci un pacco 'collo' o un 'collo' che si spedisce."", ""Si collega a 'collo' perché può essere il 'collo' di una camicia da uomo ('collo alla francese')."", ""Si collega a 'collo' perché si può dare un 'bacio sul collo'."", ""Si collega a 'collo' perché si rischia di rompersi l''osso del collo'."", ""Si collega a 'collo' perché tra le parti della damigiana c'è anche il 'collo'.""]",COLLO
La Ghigliottina - L'EreditÃ  01/03/2024',Rai,01/03/2024,https://www.youtube.com/watch?v=XMyqp8macEY,01-03-2024.jpg,"FERMO,PARLARE,BATTUTA,CAMBIO,CAMPIONATO,95.000","```json
{
  ""clue"": [
    ""FERMO"",
    ""PARLARE"",
    ""BATTUTA"",
    ""CAMBIO"",
    ""CAMPIONATO""
  ],
  ""explanation"": [
    ""In molti giochi di società c'è 'fermo un turno'."",
    ""Parlare a turno durante una discussione può essere una buona pratica."",
    ""La 'battuta' nel baseball o nella pallavolo è il lancio d'inizio."",
    ""C'è il 'cambio turno' per i lavoratori."",
    ""C'è il girone d'andata e quello di ritorno, ma ogni giornata si chiama anche 'turno di campionato'.""
  ],
  ""solution"": ""TURNO""
}
```","['FERMO', 'PARLARE', 'BATTUTA', 'CAMBIO', 'CAMPIONATO']","[""In molti giochi di società c'è 'fermo un turno'."", 'Parlare a turno durante una discussione può essere una buona pratica.', ""La 'battuta' nel baseball o nella pallavolo è il lancio d'inizio."", ""C'è il 'cambio turno' per i lavoratori."", ""C'è il girone d'andata e quello di ritorno, ma ogni giornata si chiama anche 'turno di campionato'.""]",TURNO
